text,year
"Mr. Bush, by temperament, governing style and political design, is a polarizing president like no other, pollsters say.",2007
"Since the accident, some state lawmakers began calling for increased workplace safety inspections to be paid for by businesses.",2013
"""The net of it is not as if the economy is collapsing, but it wasn't really as strong as it looked in December, January and February,"" said Jim O'Sullivan, United States economist at High Frequency Economics.",2012
"Ten days into the new administration, when Mr. Trump issued his first temporary travel ban on visitors from seven largely Muslim countries and cited Mr. Obama's own actions as precedent, the former president did just that in a statement saying he ""fundamentally disagrees with the notion of discriminating against individuals because of their faith or religion.",2017
"Democratic members of the Senate leadership have reminded Mr. Corzine that he accepted a job as head of the Democratic Senate Campaign Committee and is expected to see it through, Senate members and officials said.",2004
Those customers -- known as politically exposed persons -- are regarded as at heightened risk of being involved in corruption.,2019
They also said there is a deep suspicion that the outcome of the election is fixed.,2003
"The county has counted 88 of 531 precincts, but because of the large number of votes challenged by either Democratic or Republican observers, elections officials here are waiting to release a tally until the county canvassing board can more closely examine the disputed ballots.",2000
"""From a forensic standpoint,"" said a law enforcement official, the discovery of the sealed Leahy letter  is ""our best opportunity to date"" to solve a case that has so far baffled investigators.",2001
But some airlines' computer software is so old that it does not even provide enough space to enter all the letters in a passenger's name.,2004
The Bush partisans accused the Gore camp of seeking loopholes in the Florida laws it had cited as controlling the situation in federal court just this morning.,2000
"The proposal would offer colleges and other educational institutions up to $5,000 per student to provide a full-time course load of 30 college credits, according to the district attorney's office.",2016
